annee;numero_de_l_etablissement;etablissement;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_etab;cle_disc
2012;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;8;67;2;ns;ns;ns;ns;ns;ns;37;11.1;1800;ns;ns;;1460;2120;Rouen_18;disc17_18
2012;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;147;76;55;92;80;64;98;1720;26800;31;8.9;1780;45;35;53;1430;2130;Saint-Etienne - Jean Monnet_18;disc01_18
2012;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;65;82;24;93;79;63;96;1730;27000;31;8.9;1780;42;32;60;1430;2130;Saint-Etienne - Jean Monnet_18;disc05_18
2012;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;13;80;5;ns;ns;ns;ns;ns;ns;31;8.9;1780;ns;ns;;1430;2130;Saint-Etienne - Jean Monnet_18;disc13_18
2012;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;11;100;4;ns;ns;ns;ns;ns;ns;31;8.9;1780;ns;ns;;1430;2130;Saint-Etienne - Jean Monnet_18;disc16_18
2012;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;38;81;4;92;97;82;100;ns;ns;23;9.3;1760;93;45;7;1430;2080;Strasbourg_18;disc16_18
2012;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;37;73;21;81;73;47;100;ns;ns;40;11.7;1790;26;22;75;1390;2170;Toulon - Sud Toulon Var_18;disc04_18
2012;0830766G;Toulon - Sud Toulon Var;A23;Nice;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;5;64;3;ns;ns;ns;ns;ns;ns;40;11.7;1790;ns;ns;;1390;2170;Toulon - Sud Toulon Var_18;disc13_18
2012;0311383K;Toulouse - Jean Jaures;A16;Toulouse;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;7;80;2;ns;ns;ns;ns;ns;ns;37;10.5;1760;ns;ns;;1420;2090;Toulouse - Jean Jaures_18;disc03_18
2012;0311383K;Toulouse - Jean Jaures;A16;Toulouse;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;89;69;28;86;56;58;83;1380;21500;37;10.5;1760;39;52;79;1420;2090;Toulouse - Jean Jaures_18;disc06_18
2012;0311383K;Toulouse - Jean Jaures;A16;Toulouse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;13;69;4;ns;ns;ns;ns;ns;ns;37;10.5;1760;ns;ns;;1420;2090;Toulouse - Jean Jaures_18;disc12_18
2012;0311384L;Toulouse 3 - Paul Sabatier;A16;Toulouse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;46;71;9;96;88;79;95;1940;30300;40;10.5;1760;74;27;54;1420;2090;Toulouse 3 - Paul Sabatier_18;disc01_18
2012;0370800U;Tours - François Rabelais;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;35;85;9;79;ns;ns;ns;ns;ns;27;9.8;1780;ns;ns;51;1460;2110;Tours - François Rabelais_18;disc05_18
2012;0370800U;Tours - François Rabelais;A18;Orléans-Tours;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;39;66;11;80;74;53;79;ns;ns;27;9.8;1780;41;63;87;1460;2110;Tours - François Rabelais_18;disc06_18
2012;0370800U;Tours - François Rabelais;A18;Orléans-Tours;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;41;78;10;79;90;42;65;ns;ns;27;9.8;1780;80;62;85;1460;2110;Tours - François Rabelais_18;disc09_18
2012;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;28;74;8;ns;ns;ns;ns;ns;ns;27;13;1780;ns;ns;;1450;2080;Valenciennes - Hainaut-Cambrésis_18;disc10_18
2012;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;1;67;0;ns;ns;ns;ns;nd;nd;11;9;2020;ns;ns;;1580;2530;Versailles Saint-Quentin-en-Yvelines_18;disc06_18
2012;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;16;63;3;ns;ns;ns;ns;ns;ns;11;9;2020;ns;ns;;1580;2530;Versailles Saint-Quentin-en-Yvelines_18;disc10_18
2012;0840685N;Avignon;A02;Aix-Marseille;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;4;56;100;ns;ns;ns;ns;ns;ns;25;11.7;1790;ns;ns;;1390;2170;Avignon_18;disc18_18
2012;0730858L;Chambéry - Savoie;A08;Grenoble;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;59;88;100;98;89;79;93;1650;25700;42;8.9;1780;80;8;88;1430;2130;Chambéry - Savoie_18;disc18_18
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;108;72;100;100;89;82;88;1680;26200;48;8.9;1740;88;44;72;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_18;disc18_18
2012;7200664J;Corse - Pasquale Paoli;A27;Corse;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;23;79;100;ns;ns;ns;ns;ns;ns;21;11;1740;ns;ns;;1340;2070;Corse - Pasquale Paoli_18;disc18_18
2012;9740478B;La Réunion;A28;La Réunion;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;83;74;100;93;86;81;75;2530;39500;54;nd;nd;81;10;86;nd;nd;La Réunion_18;disc18_18
2012;0762762P;Le Havre;A21;Rouen;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;17;53;100;ns;ns;ns;ns;ns;ns;24;11.1;1800;ns;ns;;1460;2120;Le Havre_18;disc18_18
2012;0870669E;Limoges;A22;Limoges;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;45;67;100;98;77;80;91;1660;25900;29;9.3;1720;72;30;80;1390;1980;Limoges_18;disc18_18
2012;0542493S;Lorraine;A12;Nancy-Metz;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;210;75;100;97;85;76;85;1670;26100;31;10.7;1760;73;39;86;1400;2050;Lorraine_18;disc18_18
2012;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;15;81;100;ns;ns;ns;ns;ns;ns;34;9;2020;ns;ns;;1580;2530;Paris 1 - Panthéon Sorbonne_18;disc18_18
2012;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;83;83;100;100;89;78;92;1650;25700;36;8.9;1780;78;38;72;1430;2130;Saint-Etienne - Jean Monnet_18;disc18_18
2012;0593279U;Valenciennes - Hainaut-Cambrésis;A09;Lille;MEEF;Masters enseignement;disc18;Masters enseignement;18 mois après le diplôme;;31;88;100;94;ns;ns;ns;ns;ns;61;13;1780;ns;19;64;1450;2080;Valenciennes - Hainaut-Cambrésis_18;disc18_18
2012;0101060Y;Université de technologie de Troyes;A19;Reims;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;16;69;34;ns;nd;ns;ns;ns;ns;24;11;1780;nd;ns;;1460;2100;Université de technologie de Troyes_18;disc12_18
2012;0101060Y;Université de technologie de Troyes;A19;Reims;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;3;80;6;ns;nd;ns;ns;ns;ns;24;11;1780;nd;ns;;1460;2100;Université de technologie de Troyes_18;disc15_18
2012;0101060Y;Université de technologie de Troyes;A19;Reims;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;10;67;21;ns;nd;ns;ns;ns;ns;24;11;1780;nd;ns;;1460;2100;Université de technologie de Troyes_18;disc16_18
2012;UNIV;Toutes universités et établissements assimilés;;;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;2387;68;9;91;83;76;96;1900;29600;29;10.1;1830;54;42;72;1460;2230;Toutes universités et établissements assimilés_30;disc02_30
2012;UNIV;Toutes universités et établissements assimilés;;;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;2564;69;9;86;72;65;84;1640;25600;29;10.1;1830;46;46;79;1460;2230;Toutes universités et établissements assimilés_30;disc06_30
2012;UNIV;Toutes universités et établissements assimilés;;;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;1242;71;4;90;96;75;97;2020;31500;29;10.1;1830;74;56;47;1460;2230;Toutes universités et établissements assimilés_30;disc14_30
2012;UNIV;Toutes universités et établissements assimilés;;;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;1476;75;5;92;88;76;93;1800;28100;29;10.1;1830;59;52;51;1460;2230;Toutes universités et établissements assimilés_30;disc17_30
2012;0342321N;Montpellier;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;423;64;59;89;88;78;97;2000;31200;36;14.3;1680;58;97;56;1310;2010;Montpellier_30;disc01_30
2012;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;49;79;5;80;97;51;100;1730;27100;36;14.3;1680;59;100;65;1310;2010;Montpellier_30;disc14_30
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;563;68;44;91;82;76;93;1900;29600;29;11.7;1790;55;46;61;1390;2170;Aix-Marseille_30;disc01_30
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;150;70;12;89;81;80;91;1910;29800;29;11.7;1790;59;50;71;1390;2170;Aix-Marseille_30;disc02_30
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;100;71;8;85;68;47;79;1400;21800;29;11.7;1790;44;53;85;1390;2170;Aix-Marseille_30;disc06_30
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;256;74;18;81;79;50;80;1590;24800;29;11.7;1790;47;43;66;1390;2170;Aix-Marseille_30;disc07_30
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;86;77;6;91;99;79;96;2000;31200;29;11.7;1790;76;33;43;1390;2170;Aix-Marseille_30;disc14_30
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;32;62;10;84;ns;ns;ns;ns;ns;32;11.7;1790;ns;ns;90;1460;2080;Amiens - Picardie Jules-Verne_30;disc06_30
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;23;64;8;ns;ns;ns;ns;ns;ns;32;11.7;1790;ns;ns;;1460;2080;Amiens - Picardie Jules-Verne_30;disc17_30
2012;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;119;65;26;79;62;71;89;1600;24900;38;9;1710;24;85;84;1400;2010;Angers_30;disc05_30
2012;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;30;67;6;90;ns;ns;ns;ns;ns;38;9;1710;ns;ns;73;1400;2010;Angers_30;disc11_30
2012;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;51;73;10;78;85;63;95;1700;26600;38;9;1710;45;75;60;1400;2010;Angers_30;disc13_30
2012;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;40;75;8;85;97;88;100;2030;31700;38;9;1710;70;78;22;1400;2010;Angers_30;disc15_30
2012;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;33;65;6;100;97;79;100;ns;ns;38;9;1710;60;66;78;1400;2010;Angers_30;disc17_30
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;22;72;25;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_30;disc02_30
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;4;83;5;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_30;disc10_30
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;11;54;17;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_30;disc12_30
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;1;100;2;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_30;disc14_30
2012;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;13;74;6;ns;ns;ns;ns;ns;ns;38;13;1780;ns;ns;;1450;2080;Artois_30;disc02_30
2012;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;4;100;2;ns;ns;ns;ns;ns;ns;38;13;1780;ns;ns;;1450;2080;Artois_30;disc03_30
2012;0623957P;Artois;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;13;78;6;ns;ns;ns;ns;ns;ns;38;13;1780;ns;ns;;1450;2080;Artois_30;disc11_30
2012;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;44;75;30;89;76;54;76;ns;ns;34;11.7;1790;42;82;75;1390;2170;Avignon_30;disc07_30
2012;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;32;71;24;84;ns;ns;ns;ns;ns;34;11.7;1790;ns;ns;56;1390;2170;Avignon_30;disc13_30
2012;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;34;11.7;1790;nd;nd;;1390;2170;Avignon_30;disc14_30
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;20;89;5;ns;ns;ns;ns;ns;ns;32;9.6;1760;ns;ns;;1420;2060;Besançon - Franche-Comté_30;disc02_30
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;7;100;2;ns;ns;ns;ns;ns;ns;32;9.6;1760;ns;ns;;1420;2060;Besançon - Franche-Comté_30;disc05_30
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;13;100;3;ns;ns;ns;ns;ns;ns;32;9.6;1760;ns;ns;;1420;2060;Besançon - Franche-Comté_30;disc14_30
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;75;87;20;88;89;74;95;1790;27900;32;9.6;1760;64;69;49;1420;2060;Besançon - Franche-Comté_30;disc17_30
2012;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;351;76;41;91;84;83;98;1970;30700;28;10;1710;57;56;54;1360;2030;Bordeaux_30;disc01_30
2012;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;82;74;10;93;67;75;97;1800;28100;28;10;1710;46;45;76;1360;2030;Bordeaux_30;disc02_30
2012;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;433;80;48;91;92;78;97;2000;31200;28;10;1710;73;64;34;1360;2030;Bordeaux_30;disc12_30
2012;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;120;78;13;86;86;60;92;1820;28400;28;10;1710;63;69;60;1360;2030;Bordeaux_30;disc13_30
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;41;72;12;100;63;51;93;1500;23400;37;9;1700;34;34;70;1380;2020;Brest - Bretagne occidentale_30;disc02_30
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;12;76;3;ns;ns;ns;ns;ns;ns;37;9;1700;ns;ns;;1380;2020;Brest - Bretagne occidentale_30;disc03_30
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;14;83;4;ns;ns;ns;ns;ns;ns;37;9;1700;ns;ns;;1380;2020;Brest - Bretagne occidentale_30;disc05_30
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;29;81;8;ns;ns;ns;ns;ns;ns;37;9;1700;ns;ns;;1380;2020;Brest - Bretagne occidentale_30;disc13_30
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;18;83;5;ns;ns;ns;ns;ns;ns;37;9;1700;ns;ns;;1380;2020;Brest - Bretagne occidentale_30;disc15_30
2012;0561718N;Bretagne-Sud;A14;Rennes;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;41;77;17;93;61;87;100;1750;27200;34;9;1700;28;39;62;1380;2020;Bretagne-Sud_30;disc04_30
2012;0561718N;Bretagne-Sud;A14;Rennes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;49;78;20;82;70;55;85;1560;24300;34;9;1700;37;43;83;1380;2020;Bretagne-Sud_30;disc07_30
2012;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;104;78;42;94;97;86;100;1970;30700;34;9;1700;74;63;12;1380;2020;Bretagne-Sud_30;disc12_30
2012;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;1;25;0;ns;ns;ns;ns;ns;ns;34;9;1700;ns;ns;;1380;2020;Bretagne-Sud_30;disc17_30
2012;0141408E;Caen - Basse-Normandie;A05;Caen;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;156;74;31;90;81;81;96;2000;31200;26;9.3;1720;57;56;66;1400;2010;Caen - Basse-Normandie_30;disc04_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;50;72;14;88;83;68;93;2060;32100;16;9;2020;58;31;42;1580;2530;Cergy-Pontoise_30;disc08_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;14;48;4;ns;ns;ns;ns;ns;ns;16;9;2020;ns;ns;;1580;2530;Cergy-Pontoise_30;disc10_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;1;50;0;ns;nd;nd;nd;nd;nd;16;9;2020;nd;nd;;1580;2530;Cergy-Pontoise_30;disc11_30
2012;0951793H;Cergy-Pontoise;A25;Versailles;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;101;65;29;92;92;86;98;2170;33800;16;9;2020;75;19;33;1580;2530;Cergy-Pontoise_30;disc12_30
2012;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;27;100;6;ns;ns;ns;ns;ns;ns;33;8.9;1780;ns;ns;;1430;2130;Chambéry - Savoie_30;disc13_30
2012;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;17;84;4;ns;ns;ns;ns;ns;ns;33;8.9;1780;ns;ns;;1430;2130;Chambéry - Savoie_30;disc14_30
2012;0631262E;Clermont-Ferrand 1 - Auvergne;A06;Clermont-Ferrand;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;33;8.9;1740;nd;nd;;1400;2020;Clermont-Ferrand 1 - Auvergne_30;disc17_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;86;82;27;92;69;42;87;1510;23500;41;8.9;1740;36;36;74;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc07_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;10;92;3;ns;ns;ns;ns;ns;ns;41;8.9;1740;ns;ns;;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc09_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;15;80;5;ns;ns;ns;ns;ns;ns;41;8.9;1740;ns;ns;;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc10_30
2012;7200664J;Corse - Pasquale Paoli;A27;Corse;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;37;72;36;84;77;81;100;ns;ns;33;11;1740;38;25;52;1340;2070;Corse - Pasquale Paoli_30;disc01_30
2012;7200664J;Corse - Pasquale Paoli;A27;Corse;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;24;76;24;ns;ns;ns;ns;ns;ns;33;11;1740;ns;ns;;1340;2070;Corse - Pasquale Paoli_30;disc04_30
2012;7200664J;Corse - Pasquale Paoli;A27;Corse;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;8;52;11;ns;ns;ns;ns;nd;nd;33;11;1740;ns;ns;;1340;2070;Corse - Pasquale Paoli_30;disc07_30
2012;7200664J;Corse - Pasquale Paoli;A27;Corse;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;23;69;23;ns;ns;ns;ns;ns;ns;33;11;1740;ns;ns;;1340;2070;Corse - Pasquale Paoli_30;disc13_30
2012;0211237F;Dijon - Bourgogne;A07;Dijon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;27;67;5;ns;ns;ns;ns;ns;ns;47;9.3;1750;ns;ns;;1410;2030;Dijon - Bourgogne_30;disc06_30
2012;0911975C;Evry Val-d'Essonne;A25;Versailles;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;17;9;2020;nd;nd;;1580;2530;Evry Val-d'Essonne_30;disc08_30
2012;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;7;78;2;ns;ns;ns;ns;ns;ns;17;9;2020;ns;ns;;1580;2530;Evry Val-d'Essonne_30;disc14_30
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;17;72;5;ns;ns;ns;ns;ns;ns;33;8.9;1780;ns;ns;;1430;2130;Grenoble 1 - Joseph Fourier_30;disc04_30
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;45;72;14;82;84;46;94;ns;ns;33;8.9;1780;45;32;57;1430;2130;Grenoble 1 - Joseph Fourier_30;disc07_30
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;14;56;4;ns;ns;ns;ns;ns;ns;33;8.9;1780;ns;ns;;1430;2130;Grenoble 1 - Joseph Fourier_30;disc14_30
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;117;77;35;92;99;89;99;2150;33500;33;8.9;1780;86;53;24;1430;2130;Grenoble 1 - Joseph Fourier_30;disc15_30
