annee;numero_de_l_etablissement;etablissement;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_etab;cle_disc
2010;0720916E;Le Mans - Maine;A17;Nantes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;53;69;35;94;100;92;96;2000;31200;29;9;1680;nd;nd;;;;Le Mans - Maine_30;disc12_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;49;78;15;90;69;66;93;1700;26500;41;8.9;1740;40;54;63;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc03_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;30;75;10;93;ns;ns;ns;ns;ns;41;8.9;1740;ns;ns;90;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc06_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;140;74;47;92;98;80;95;1910;29800;41;8.9;1740;70;72;37;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc12_30
2012;0631525R;Clermont-Ferrand 2 - Blaise Pascal;A06;Clermont-Ferrand;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;42;68;14;100;98;86;98;2210;34400;41;8.9;1740;85;81;14;1400;2020;Clermont-Ferrand 2 - Blaise Pascal_30;disc15_30
2012;7200664J;Corse - Pasquale Paoli;A27;Corse;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;1;100;1;ns;ns;ns;ns;ns;ns;33;11;1740;ns;ns;;1340;2070;Corse - Pasquale Paoli_30;disc02_30
2012;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;8;79;ns;ns;ns;ns;ns;ns;ns;15;10.5;1760;ns;ns;;1420;2090;Institut national universitaire Jean-François Champollion_30;disc12_30
2012;0211237F;Dijon - Bourgogne;A07;Dijon;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;17;70;4;ns;ns;ns;ns;ns;ns;47;9.3;1750;ns;ns;;1410;2030;Dijon - Bourgogne_30;disc03_30
2012;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;125;68;24;87;69;50;83;1500;23400;47;9.3;1750;41;50;80;1410;2030;Dijon - Bourgogne_30;disc07_30
2012;0211237F;Dijon - Bourgogne;A07;Dijon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;36;65;7;92;75;55;94;ns;ns;47;9.3;1750;37;37;77;1410;2030;Dijon - Bourgogne_30;disc11_30
2012;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;194;66;38;84;87;74;92;1710;26600;47;9.3;1750;50;70;46;1410;2030;Dijon - Bourgogne_30;disc12_30
2012;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;26;76;5;ns;ns;ns;ns;ns;ns;47;9.3;1750;ns;ns;;1410;2030;Dijon - Bourgogne_30;disc16_30
2012;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;15;59;3;ns;ns;ns;ns;ns;ns;47;9.3;1750;ns;ns;;1410;2030;Dijon - Bourgogne_30;disc17_30
2012;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;75;74;26;88;77;53;100;2200;34300;17;9;2020;66;7;54;1580;2530;Evry Val-d'Essonne_30;disc04_30
2012;0911975C;Evry Val-d'Essonne;A25;Versailles;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;24;67;9;ns;ns;ns;ns;ns;ns;17;9;2020;ns;ns;;1580;2530;Evry Val-d'Essonne_30;disc06_30
2012;0911975C;Evry Val-d'Essonne;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;20;59;8;ns;ns;ns;ns;ns;ns;17;9;2020;ns;ns;;1580;2530;Evry Val-d'Essonne_30;disc11_30
2012;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;5;70;2;ns;ns;ns;ns;ns;ns;17;9;1780;ns;ns;;1430;2130;Evry Val-d'Essonne_30;disc17_30
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;44;74;14;82;83;47;94;ns;ns;33;8.9;1780;44;32;56;1430;2130;Grenoble 1 - Joseph Fourier_30;disc11_30
2012;0381839T;Grenoble 2 - Pierre Mendès France;A08;Grenoble;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;31;83;5;84;ns;ns;ns;ns;ns;29;8.9;1780;ns;ns;87;1430;2130;Grenoble 2 - Pierre Mendès France_30;disc09_30
2012;0381839T;Grenoble 2 - Pierre Mendès France;A08;Grenoble;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;29;8.9;1780;nd;nd;;1430;2130;Grenoble 2 - Pierre Mendès France_30;disc14_30
2012;0171463Y;La Rochelle;A13;Poitiers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;38;75;16;76;ns;ns;ns;ns;ns;50;9.6;1710;ns;ns;55;1380;1980;La Rochelle_30;disc13_30
2012;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;80;61;53;85;53;66;90;1910;29800;42;nd;nd;13;2;74;nd;nd;La Réunion_30;disc01_30
2012;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;17;60;11;ns;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;;nd;nd;La Réunion_30;disc02_30
2012;9740478B;La Réunion;A28;La Réunion;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;26;70;15;ns;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;;nd;nd;La Réunion_30;disc07_30
2012;9740478B;La Réunion;A28;La Réunion;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;7;50;5;ns;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;;nd;nd;La Réunion_30;disc13_30
2012;9740478B;La Réunion;A28;La Réunion;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;16;68;10;ns;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;;nd;nd;La Réunion_30;disc15_30
2012;9740478B;La Réunion;A28;La Réunion;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;3;50;2;ns;ns;ns;ns;ns;ns;42;nd;nd;ns;ns;;nd;nd;La Réunion_30;disc16_30
2012;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;1;25;1;ns;ns;ns;ns;ns;ns;37;11.1;1800;ns;ns;;1460;2120;Le Havre_30;disc02_30
2012;0762762P;Le Havre;A21;Rouen;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;37;11.1;1800;nd;nd;;1460;2120;Le Havre_30;disc11_30
2012;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;37;11.1;1800;nd;nd;;1460;2120;Le Havre_30;disc13_30
2012;0720916E;Le Mans - Maine;A17;Nantes;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;37;91;26;89;70;82;97;ns;ns;30;9;1710;30;45;54;1400;2010;Le Mans - Maine_30;disc03_30
2012;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;450;87;56;93;91;83;99;1950;30400;27;13;1780;52;36;55;1450;2080;Lille 1 - Sciences technologies_30;disc01_30
2012;0593559Y;Lille 1 - Sciences technologies;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;279;92;33;89;94;81;96;2000;31200;27;13;1780;72;43;29;1450;2080;Lille 1 - Sciences technologies_30;disc12_30
2012;0593560Z;Lille 2 - Droit et santé;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;27;63;7;ns;ns;ns;ns;ns;ns;21;13;1780;ns;ns;;1450;2080;Lille 2 - Droit et santé_30;disc05_30
2012;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;33;95;7;76;ns;ns;ns;ns;ns;39;13;1780;ns;ns;78;1450;2080;Lille 3 - Charles-de-Gaulle_30;disc08_30
2012;0593561A;Lille 3 - Charles-de-Gaulle;A09;Lille;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;100;89;22;86;84;62;91;1600;25000;39;13;1780;41;58;88;1450;2080;Lille 3 - Charles-de-Gaulle_30;disc10_30
2012;0870669E;Limoges;A22;Limoges;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;12;78;6;ns;ns;ns;ns;ns;ns;30;9.3;1720;ns;ns;;1390;1980;Limoges_30;disc03_30
2012;0870669E;Limoges;A22;Limoges;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;19;69;10;ns;ns;ns;ns;ns;ns;30;9.3;1720;ns;ns;;1390;1980;Limoges_30;disc07_30
2012;0870669E;Limoges;A22;Limoges;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;6;58;3;ns;ns;ns;ns;ns;ns;30;9.3;1720;ns;ns;;1390;1980;Limoges_30;disc17_30
2012;0595964M;Littoral - Côte d'Opale;A09;Lille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;22;61;6;ns;ns;ns;ns;ns;ns;20;13;1780;ns;ns;;1450;2080;Littoral - Côte d'Opale_30;disc07_30
2012;0595964M;Littoral - Côte d'Opale;A09;Lille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;96;79;20;93;82;80;99;1800;28000;20;13;1780;57;35;45;1450;2080;Littoral - Côte d'Opale_30;disc12_30
2012;0542493S;Lorraine;A12;Nancy-Metz;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;402;73;38;94;80;81;99;2000;31200;30;10.7;1760;57;57;58;1400;2050;Lorraine_30;disc01_30
2012;0542493S;Lorraine;A12;Nancy-Metz;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;103;73;10;94;61;69;89;1800;28100;30;10.7;1760;44;59;88;1400;2050;Lorraine_30;disc06_30
2012;0691775E;Lyon 2 - Lumière;A10;Lyon;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;75;81;12;87;77;71;95;1640;25500;29;8.9;1780;41;35;70;1430;2130;Lyon 2 - Lumière_30;disc02_30
2012;0691775E;Lyon 2 - Lumière;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;115;79;17;83;75;55;86;1590;24700;29;8.9;1780;45;40;68;1430;2130;Lyon 2 - Lumière_30;disc11_30
2012;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;91;77;13;96;100;77;97;1950;30400;25;8.9;1780;75;47;72;1430;2130;Lyon 3 - Jean Moulin_30;disc02_30
2012;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;120;83;14;83;93;64;86;1760;27400;25;8.9;1780;66;45;65;1430;2130;Lyon 3 - Jean Moulin_30;disc07_30
2012;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;46;80;6;83;95;63;87;ns;ns;25;8.9;1780;68;50;76;1430;2130;Lyon 3 - Jean Moulin_30;disc10_30
2012;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;12;81;3;ns;ns;ns;ns;ns;ns;12;9;2020;ns;ns;;1580;2530;Paris-Est Marne-la-Vallée_30;disc05_30
2012;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;131;78;24;90;88;62;99;2000;31200;12;9;2020;67;19;57;1580;2530;Paris-Est Marne-la-Vallée_30;disc07_30
2012;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;11;65;2;ns;ns;ns;ns;ns;ns;12;9;2020;ns;ns;;1580;2530;Paris-Est Marne-la-Vallée_30;disc14_30
2012;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;44;79;12;86;79;66;89;1620;25200;50;14.3;1680;42;50;77;1310;2010;Montpellier 3 - Paul-Valéry_30;disc01_30
2012;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;59;84;18;88;92;65;62;1600;25000;50;14.3;1680;84;61;76;1310;2010;Montpellier 3 - Paul-Valéry_30;disc09_30
2012;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;13;65;4;ns;ns;ns;ns;ns;ns;50;14.3;1680;ns;ns;;1310;2010;Montpellier 3 - Paul-Valéry_30;disc10_30
2012;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;39;87;16;92;91;61;94;ns;ns;29;9.3;1760;82;72;66;1430;2080;Mulhouse - Haute Alsace_30;disc14_30
2012;0681166Y;Mulhouse - Haute Alsace;A15;Strasbourg;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;6;54;2;ns;ns;ns;ns;ns;ns;29;9.3;1760;ns;ns;;1430;2080;Mulhouse - Haute Alsace_30;disc15_30
2012;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;14;47;3;ns;ns;ns;ns;ns;ns;31;9;1710;ns;ns;;1400;2010;Nantes_30;disc03_30
2012;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;37;87;6;97;97;58;53;ns;ns;31;9;1710;94;61;94;1400;2010;Nantes_30;disc09_30
2012;0440984F;Nantes;A17;Nantes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;22;59;4;ns;ns;ns;ns;ns;ns;31;9;1710;ns;ns;;1400;2010;Nantes_30;disc11_30
2012;0440984F;Nantes;A17;Nantes;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;24;63;4;ns;ns;ns;ns;ns;ns;31;9;1710;ns;ns;;1400;2010;Nantes_30;disc16_30
2012;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;56;82;10;86;73;90;98;2010;31400;29;11.7;1790;40;40;58;1390;2170;Nice - Sophia-Antipolis_30;disc03_30
2012;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;150;66;26;89;74;86;98;2000;31200;29;11.7;1790;51;49;47;1390;2170;Nice - Sophia-Antipolis_30;disc04_30
2012;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;74;62;14;81;89;57;78;1600;25000;29;11.7;1790;69;37;77;1390;2170;Nice - Sophia-Antipolis_30;disc07_30
2012;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;38;71;7;89;100;53;64;ns;ns;29;11.7;1790;100;31;92;1390;2170;Nice - Sophia-Antipolis_30;disc09_30
2012;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;183;69;32;90;96;87;98;2180;34100;29;11.7;1790;77;39;40;1390;2170;Nice - Sophia-Antipolis_30;disc12_30
2012;0060931E;Nice - Sophia-Antipolis;A23;Nice;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;2;100;0;ns;nd;nd;nd;nd;nd;29;11.7;1790;nd;nd;;1390;2170;Nice - Sophia-Antipolis_30;disc15_30
2012;0301687W;Nîmes;A11;Montpellier;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;9;63;ns;ns;ns;ns;ns;ns;ns;62;14.3;1680;ns;ns;;1310;2010;Nîmes_30;disc02_30
2012;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;5;83;ns;ns;ns;ns;ns;ns;ns;62;14.3;1680;ns;ns;;1310;2010;Nîmes_30;disc07_30
2012;0301687W;Nîmes;A11;Montpellier;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;5;83;ns;ns;ns;ns;ns;ns;ns;62;14.3;1680;ns;ns;;1310;2010;Nîmes_30;disc09_30
2012;0301687W;Nîmes;A11;Montpellier;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;3;57;ns;ns;ns;ns;ns;ns;ns;62;14.3;1680;ns;ns;;1310;2010;Nîmes_30;disc12_30
2012;0450855K;Orléans;A18;Orléans-Tours;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;182;60;60;90;89;79;99;2010;31400;27;9.8;1780;63;50;53;1460;2110;Orléans_30;disc01_30
2012;0450855K;Orléans;A18;Orléans-Tours;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;15;74;4;ns;ns;ns;ns;ns;ns;27;9.8;1780;ns;ns;;1460;2110;Orléans_30;disc17_30
2012;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;120;68;15;95;98;75;98;2240;34900;18;9;2020;84;19;67;1580;2530;Paris 1 - Panthéon Sorbonne_30;disc02_30
2012;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;64;73;7;91;83;59;86;1800;28100;18;9;2020;62;17;75;1580;2530;Paris 1 - Panthéon Sorbonne_30;disc08_30
2012;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;7;60;1;ns;ns;ns;ns;ns;ns;18;9;2020;ns;ns;;1580;2530;Paris 1 - Panthéon Sorbonne_30;disc14_30
2012;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;108;54;25;83;90;80;98;2230;34700;23;9;2020;77;7;50;1580;2530;Paris Ouest Nanterre La Défense_30;disc05_30
2012;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;15;71;3;ns;ns;ns;ns;ns;ns;23;9;2020;ns;ns;;1580;2530;Paris Ouest Nanterre La Défense_30;disc15_30
2012;0911101C;Paris 11 - Paris Sud;A25;Versailles;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;81;89;19;89;86;82;96;2200;34300;24;9;2020;78;24;76;1580;2530;Paris 11 - Paris Sud_30;disc02_30
2012;0911101C;Paris 11 - Paris Sud;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;1;100;0;ns;ns;ns;ns;ns;ns;24;9;2020;ns;ns;;1580;2530;Paris 11 - Paris Sud_30;disc11_30
2012;0911101C;Paris 11 - Paris Sud;A25;Versailles;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;14;38;5;ns;ns;ns;ns;ns;ns;24;9;2020;ns;ns;;1580;2530;Paris 11 - Paris Sud_30;disc16_30
2012;0941111X;Paris-Est Créteil;A24;Créteil;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;51;76;9;96;84;80;100;2070;32300;22;9;2020;71;12;78;1580;2530;Paris-Est Créteil_30;disc02_30
2012;0941111X;Paris-Est Créteil;A24;Créteil;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;167;66;29;97;90;84;100;2400;37400;22;9;2020;82;19;54;1580;2530;Paris-Est Créteil_30;disc04_30
2012;0941111X;Paris-Est Créteil;A24;Créteil;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;28;55;6;ns;ns;ns;ns;ns;ns;22;9;2020;ns;ns;;1580;2530;Paris-Est Créteil_30;disc06_30
2012;0931238R;Paris 13 - Paris Nord;A24;Créteil;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);8;32;5;ns;ns;ns;ns;ns;ns;30;9;2020;ns;ns;;1580;2530;Paris 13 - Paris Nord_30;disc02_30
2011;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;8;83;3;ns;ns;ns;ns;ns;ns;33;8.5;1650;ns;ns;;;;Bretagne-Sud_30;disc13_30
2011;0561718N;Bretagne-Sud;A14;Rennes;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;2;75;1;ns;ns;ns;ns;ns;ns;33;8.5;1650;ns;ns;;;;Bretagne-Sud_30;disc17_30
2011;0141408E;Caen - Basse-Normandie;A05;Caen;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;44;72;7;81;90;64;97;1750;27300;28;8.9;1720;74;74;68;;;Caen - Basse-Normandie_30;disc06_30
2011;0141408E;Caen - Basse-Normandie;A05;Caen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;31;76;5;71;ns;ns;ns;ns;ns;28;8.9;1720;ns;ns;49;;;Caen - Basse-Normandie_30;disc13_30
2011;0141408E;Caen - Basse-Normandie;A05;Caen;MEEF;Masters enseignement;disc19;Masters enseignement : premier degré;30 mois après le diplôme;;104;79;15;98;94;73;86;1670;26100;28;8.9;1720;83;32;88;;;Caen - Basse-Normandie_30;disc19_30
2011;0141408E;Caen - Basse-Normandie;A05;Caen;MEEF;Masters enseignement;disc20;Masters enseignement : second degré, CPE...;30 mois après le diplôme;;52;81;7;96;88;82;90;1770;27700;28;8.9;1720;88;54;73;;;Caen - Basse-Normandie_30;disc20_30
2011;0951793H;Cergy-Pontoise;A25;Versailles;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);5;83;1;ns;ns;ns;ns;ns;ns;19;8.6;1990;ns;ns;;;;Cergy-Pontoise_30;disc03_30
2011;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);33;57;6;94;ns;87;90;ns;ns;19;8.6;1990;ns;26;59;;;Cergy-Pontoise_30;disc08_30
2011;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);17;52;3;ns;ns;ns;ns;ns;ns;19;8.6;1990;ns;ns;;;;Cergy-Pontoise_30;disc10_30
2011;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);0;;;nd;nd;nd;nd;nd;nd;19;8.6;1990;nd;nd;;;;Cergy-Pontoise_30;disc11_30
2011;0951793H;Cergy-Pontoise;A25;Versailles;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);18;76;3;ns;ns;ns;ns;ns;ns;19;8.6;1990;ns;ns;;;;Cergy-Pontoise_30;disc17_30
2011;0730858L;Chambéry - Savoie;A08;Grenoble;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;179;90;38;92;74;82;98;1820;28400;39;8.5;1730;39;48;66;;;Chambéry - Savoie_30;disc04_30
2011;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;10;93;2;ns;ns;ns;ns;ns;ns;39;8.5;1730;ns;ns;;;;Chambéry - Savoie_30;disc17_30
2011;0730858L;Chambéry - Savoie;A08;Grenoble;MEEF;Masters enseignement;disc19;Masters enseignement : premier degré;30 mois après le diplôme;;64;89;14;95;89;87;93;1680;26200;39;8.5;1730;70;24;89;;;Chambéry - Savoie_30;disc19_30
2011;0631262E;Clermont-Ferrand 1 - Auvergne;A06;Clermont-Ferrand;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;84;84;32;96;85;93;100;1950;30400;29;8.6;1710;60;50;49;;;Clermont-Ferrand 1 - Auvergne_30;disc04_30
